state_region,constituency,voters_elig,votes_cast,votes_adv,votes_total,votes_invalid,votes_lost,invalid_total,valid_total,turnout,party,party_votes,party_percent
Yangon Region,Mingaladon,262308,113976,7575,121551,4067,1595,5662,115889,46.34%,Individual,4177,3.60%
Yangon Region,Mingaladon,262308,113976,7575,121551,4067,1595,5662,115889,46.34%,Union Solidarity and Development Party (USDP),41771,36.04%
Yangon Region,Mingaladon,262308,113976,7575,121551,4067,1595,5662,115889,46.34%,"Negotiation, Stability and Peace Party (N.S.P.P)",800,0.69%
Yangon Region,Mingaladon,262308,113976,7575,121551,4067,1595,5662,115889,46.34%,National League for Democracy (NLD),69141,59.66%
Yangon Region,Hmawbi,159716,109509,8007,117516,4229,262,4491,113025,73.58%,Union Solidarity and Development Party (USDP),44801,39.64%
Yangon Region,Hmawbi,159716,109509,8007,117516,4229,262,4491,113025,73.58%,Kayin People Party,2290,2.03%
Yangon Region,Hmawbi,159716,109509,8007,117516,4229,262,4491,113025,73.58%,Peace for Diversity Party,592,0.52%
Yangon Region,Hmawbi,159716,109509,8007,117516,4229,262,4491,113025,73.58%,Democratic Party (Myanmar),2138,1.89%
Yangon Region,Hmawbi,159716,109509,8007,117516,4229,262,4491,113025,73.58%,National Development Party,1966,1.74%
Yangon Region,Hmawbi,159716,109509,8007,117516,4229,262,4491,113025,73.58%,Individual,545,0.48%
Yangon Region,Hmawbi,159716,109509,8007,117516,4229,262,4491,113025,73.58%,National League for Democracy (NLD),60693,53.70%
Yangon Region,Hlegu,172188,114926,8545,123471,4900,649,5549,117922,71.71%,Myanmar Farmer Development Party,1256,1.07%
Yangon Region,Hlegu,172188,114926,8545,123471,4900,649,5549,117922,71.71%,Union Solidarity and Development Party (USDP),47655,40.41%
Yangon Region,Hlegu,172188,114926,8545,123471,4900,649,5549,117922,71.71%,Peace for Diversity Party,639,0.54%
Yangon Region,Hlegu,172188,114926,8545,123471,4900,649,5549,117922,71.71%,National Development Party,1719,1.46%
Yangon Region,Hlegu,172188,114926,8545,123471,4900,649,5549,117922,71.71%,National League for Democracy (NLD),66653,56.52%
Yangon Region,Taikkyi,218555,138035,10574,148609,7882,426,8308,140301,68.00%,Myanmar Farmer Development Party,2616,1.86%
Yangon Region,Taikkyi,218555,138035,10574,148609,7882,426,8308,140301,68.00%,National League for Democracy (NLD),86293,61.51%
Yangon Region,Taikkyi,218555,138035,10574,148609,7882,426,8308,140301,68.00%,Union Solidarity and Development Party (USDP),42226,30.10%
Yangon Region,Taikkyi,218555,138035,10574,148609,7882,426,8308,140301,68.00%,National Development Party,3684,2.63%
Yangon Region,Taikkyi,218555,138035,10574,148609,7882,426,8308,140301,68.00%,National Unity Party (NUP),5482,3.91%
Yangon Region,Htantabin,95713,70846,3997,74843,5001,110,5111,69732,78.20%,Kayin People Party,1138,1.63%
Yangon Region,Htantabin,95713,70846,3997,74843,5001,110,5111,69732,78.20%,National Democratic Force (NDF),2316,3.32%
Yangon Region,Htantabin,95713,70846,3997,74843,5001,110,5111,69732,78.20%,National League for Democracy (NLD),37917,54.38%
Yangon Region,Htantabin,95713,70846,3997,74843,5001,110,5111,69732,78.20%,United Democratic Party (UDP),447,0.64%
Yangon Region,Htantabin,95713,70846,3997,74843,5001,110,5111,69732,78.20%,Union Solidarity and Development Party (USDP),25637,36.77%
Yangon Region,Htantabin,95713,70846,3997,74843,5001,110,5111,69732,78.20%,The 88 Generation Students Youth (Union of Myanmar),2277,3.27%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,Myanmar Farmer Development Party,1515,1.09%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,United Democratic Party (UDP),694,0.50%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,National League for Democracy (NLD),104129,74.83%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,Union Solidarity and Development Party (USDP),27125,19.49%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,Individual,256,0.18%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,New National Democracy Party,474,0.34%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,Arakan National Party,2446,1.76%
Yangon Region,Shwepyithar,216825,141566,4411,145977,6800,28,6828,139149,67.32%,National Development Party,2510,1.80%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,United Democratic Party (UDP),981,0.66%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,Federal Union Party (FUP),2631,1.77%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,National Unity Party (NUP),2649,1.78%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,Democratic Party (Myanmar),1291,0.87%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,National Development Party,1007,0.68%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,Union Solidarity and Development Party (USDP),18716,12.58%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,New National Democracy Party,565,0.38%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,Public Contribute Students Democracy Party,3509,2.36%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,National Democratic Force (NDF),1632,1.10%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,The 88 Generation Students Youth (Union of Myanmar),5756,3.87%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,Arakan National Party,4911,3.30%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,National League for Democracy (NLD),103832,69.80%
Yangon Region,Hlaingtharya,454307,160730,6054,166784,13003,5028,18031,148753,36.71%,Democracy Party for Myanmar New Society,1273,0.86%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,Individual,1033,1.07%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,United Democratic Party (UDP),131,0.14%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,National Unity Congress Party,992,1.03%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,National League for Democracy (NLD),76970,79.84%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,National Development Party,717,0.74%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,Myanmar Farmer Development Party,135,0.14%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,Union Solidarity and Development Party (USDP),10592,10.99%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,New National Democracy Party,5253,5.45%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,National Democratic Party for Development (NDPD),101,0.10%
Yangon Region,Thingangyun,131586,92122,6236,98358,1759,197,1956,96402,74.75%,National Unity Party (NUP),478,0.50%
Yangon Region,Yankin,66079,33030,3186,36216,811,58,869,35347,54.81%,National League for Democracy (NLD),27392,77.49%
Yangon Region,Yankin,66079,33030,3186,36216,811,58,869,35347,54.81%,National Unity Party (NUP),317,0.90%
Yangon Region,Yankin,66079,33030,3186,36216,811,58,869,35347,54.81%,Federal Union Party (FUP),163,0.46%
Yangon Region,Yankin,66079,33030,3186,36216,811,58,869,35347,54.81%,National Democratic Force (NDF),344,0.97%
Yangon Region,Yankin,66079,33030,3186,36216,811,58,869,35347,54.81%,Arakan National Party,157,0.44%
Yangon Region,Yankin,66079,33030,3186,36216,811,58,869,35347,54.81%,Union Solidarity and Development Party (USDP),6623,18.74%
Yangon Region,Yankin,66079,33030,3186,36216,811,58,869,35347,54.81%,National Development Party,351,0.99%
Yangon Region,South Okkalapa,191899,80240,4992,85232,1677,348,2025,83207,44.42%,Myanmar National Congress Party,1796,2.16%
Yangon Region,South Okkalapa,191899,80240,4992,85232,1677,348,2025,83207,44.42%,National Development Party,650,0.78%
Yangon Region,South Okkalapa,191899,80240,4992,85232,1677,348,2025,83207,44.42%,National League for Democracy (NLD),67291,80.87%
Yangon Region,South Okkalapa,191899,80240,4992,85232,1677,348,2025,83207,44.42%,National Democratic Force (NDF),994,1.19%
Yangon Region,South Okkalapa,191899,80240,4992,85232,1677,348,2025,83207,44.42%,Union Solidarity and Development Party (USDP),12476,14.99%
Yangon Region,North Okkalapa,224099,127784,7395,135179,4488,404,4892,130287,60.32%,Myanmar Farmer Development Party,671,0.52%
Yangon Region,North Okkalapa,224099,127784,7395,135179,4488,404,4892,130287,60.32%,National Democratic Force (NDF),2585,1.98%
Yangon Region,North Okkalapa,224099,127784,7395,135179,4488,404,4892,130287,60.32%,Individual,623,0.48%
Yangon Region,North Okkalapa,224099,127784,7395,135179,4488,404,4892,130287,60.32%,National Development Party,1743,1.34%
Yangon Region,North Okkalapa,224099,127784,7395,135179,4488,404,4892,130287,60.32%,Peace for Diversity Party,386,0.30%
Yangon Region,North Okkalapa,224099,127784,7395,135179,4488,404,4892,130287,60.32%,Union Solidarity and Development Party (USDP),19789,15.19%
Yangon Region,North Okkalapa,224099,127784,7395,135179,4488,404,4892,130287,60.32%,National League for Democracy (NLD),104490,80.20%
Yangon Region,Thaketa,131811,96602,5753,102355,3250,237,3487,98868,77.65%,Peace for Diversity Party,460,0.47%
Yangon Region,Thaketa,131811,96602,5753,102355,3250,237,3487,98868,77.65%,Union Solidarity and Development Party (USDP),15280,15.45%
Yangon Region,Thaketa,131811,96602,5753,102355,3250,237,3487,98868,77.65%,National League for Democracy (NLD),80523,81.44%
Yangon Region,Thaketa,131811,96602,5753,102355,3250,237,3487,98868,77.65%,New National Democracy Party,743,0.75%
Yangon Region,Thaketa,131811,96602,5753,102355,3250,237,3487,98868,77.65%,National Democratic Force (NDF),1054,1.07%
Yangon Region,Thaketa,131811,96602,5753,102355,3250,237,3487,98868,77.65%,National Unity Party (NUP),808,0.82%
Yangon Region,Dawbon,41606,30157,1365,31522,686,178,864,30658,75.76%,National Democratic Force (NDF),1051,3.43%
Yangon Region,Dawbon,41606,30157,1365,31522,686,178,864,30658,75.76%,National League for Democracy (NLD),22769,74.27%
Yangon Region,Dawbon,41606,30157,1365,31522,686,178,864,30658,75.76%,Union Solidarity and Development Party (USDP),5972,19.48%
Yangon Region,Dawbon,41606,30157,1365,31522,686,178,864,30658,75.76%,National Development Party,191,0.62%
Yangon Region,Dawbon,41606,30157,1365,31522,686,178,864,30658,75.76%,National Unity Party (NUP),675,2.20%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,Phlone-Sqaw Democratic Party,105,0.15%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,Union Solidarity and Development Party (USDP),6964,10.01%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,National League for Democracy (NLD),60408,86.85%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,National Democratic Force (NDF),764,1.10%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,National Development Party,310,0.45%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,National Unity Party (NUP),516,0.74%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,United Democratic Party (UDP),104,0.15%
Yangon Region,Tamwe,92987,66581,4287,70868,1316,0,1316,69552,76.21%,National Unity Congress Party,381,0.55%
Yangon Region,Pazundaung,31056,20005,1798,21803,222,21,243,21560,70.21%,National Unity Party (NUP),165,0.77%
Yangon Region,Pazundaung,31056,20005,1798,21803,222,21,243,21560,70.21%,National Democratic Force (NDF),284,1.32%
Yangon Region,Pazundaung,31056,20005,1798,21803,222,21,243,21560,70.21%,Union Solidarity and Development Party (USDP),1866,8.65%
Yangon Region,Pazundaung,31056,20005,1798,21803,222,21,243,21560,70.21%,National League for Democracy (NLD),19129,88.72%
Yangon Region,Pazundaung,31056,20005,1798,21803,222,21,243,21560,70.21%,National Development Party,116,0.54%
Yangon Region,Botahtaung,39776,20911,2361,23272,374,30,404,22868,58.51%,National Development Party,174,0.76%
Yangon Region,Botahtaung,39776,20911,2361,23272,374,30,404,22868,58.51%,Union Solidarity and Development Party (USDP),5644,24.68%
Yangon Region,Botahtaung,39776,20911,2361,23272,374,30,404,22868,58.51%,National Unity Party (NUP),140,0.61%
Yangon Region,Botahtaung,39776,20911,2361,23272,374,30,404,22868,58.51%,National Democratic Force (NDF),491,2.15%
Yangon Region,Botahtaung,39776,20911,2361,23272,374,30,404,22868,58.51%,National League for Democracy (NLD),16419,71.80%
Yangon Region,Mingalartaunyunt,82138,57550,3470,61020,1300,137,1437,59583,74.29%,Union Solidarity and Development Party (USDP),6231,10.46%
Yangon Region,Mingalartaunyunt,82138,57550,3470,61020,1300,137,1437,59583,74.29%,Federal Union Party (FUP),137,0.23%
Yangon Region,Mingalartaunyunt,82138,57550,3470,61020,1300,137,1437,59583,74.29%,National Unity Congress Party,648,1.09%
Yangon Region,Mingalartaunyunt,82138,57550,3470,61020,1300,137,1437,59583,74.29%,New National Democracy Party,263,0.44%
Yangon Region,Mingalartaunyunt,82138,57550,3470,61020,1300,137,1437,59583,74.29%,National League for Democracy (NLD),51970,87.22%
Yangon Region,Mingalartaunyunt,82138,57550,3470,61020,1300,137,1437,59583,74.29%,Ka Man National Development Party,121,0.20%
Yangon Region,Mingalartaunyunt,82138,57550,3470,61020,1300,137,1437,59583,74.29%,National Development Party,213,0.36%
Yangon Region,Dagon Myothit(North),124126,90988,4617,95605,1831,1826,3657,91948,77.02%,National Democratic Force (NDF),1761,1.92%
Yangon Region,Dagon Myothit(North),124126,90988,4617,95605,1831,1826,3657,91948,77.02%,National League for Democracy (NLD),74762,81.31%
Yangon Region,Dagon Myothit(North),124126,90988,4617,95605,1831,1826,3657,91948,77.02%,Union Solidarity and Development Party (USDP),13221,14.38%
Yangon Region,Dagon Myothit(North),124126,90988,4617,95605,1831,1826,3657,91948,77.02%,Myanmar Farmer Development Party,195,0.21%
Yangon Region,Dagon Myothit(North),124126,90988,4617,95605,1831,1826,3657,91948,77.02%,Individual,215,0.23%
Yangon Region,Dagon Myothit(North),124126,90988,4617,95605,1831,1826,3657,91948,77.02%,National Development Party,1074,1.17%
Yangon Region,Dagon Myothit(North),124126,90988,4617,95605,1831,1826,3657,91948,77.02%,National Unity Party (NUP),720,0.78%
Yangon Region,Dagon Myothit(East),110949,76012,3462,79474,2861,117,2978,76496,71.63%,National Democratic Force (NDF),2071,2.71%
Yangon Region,Dagon Myothit(East),110949,76012,3462,79474,2861,117,2978,76496,71.63%,Myanmar Farmer Development Party,804,1.05%
Yangon Region,Dagon Myothit(East),110949,76012,3462,79474,2861,117,2978,76496,71.63%,National League for Democracy (NLD),56086,73.32%
Yangon Region,Dagon Myothit(East),110949,76012,3462,79474,2861,117,2978,76496,71.63%,Union Solidarity and Development Party (USDP),16270,21.27%
Yangon Region,Dagon Myothit(East),110949,76012,3462,79474,2861,117,2978,76496,71.63%,National Development Party,1265,1.65%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,The 88 Generation Students Youth (Union of Myanmar),6282,5.15%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,Individual,7883,6.47%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,Democratic Party for A New Society,1438,1.18%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,New National Democracy Party,1541,1.26%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,Individual 2,11440,9.39%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,Democratic Party (Myanmar),1918,1.57%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,National Development Party,1255,1.03%
Yangon Region,Dagon Myothit(South),174041,123004,7383,130387,6502,2006,8508,121879,74.92%,National League for Democracy (NLD),90122,73.94%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,National League for Democracy (NLD),27378,73.02%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,National Development Party,340,0.91%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,Individual,145,0.39%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,United Democratic Party (UDP),94,0.25%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,Individual 2,179,0.48%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,The 88 Generation Students Youth (Union of Myanmar),757,2.02%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,New National Democracy Party,285,0.76%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,National Democratic Force (NDF),254,0.68%
Yangon Region,Dagon Myothit(Seikkan),82304,38396,808,39204,1696,14,1710,37494,47.63%,Union Solidarity and Development Party (USDP),8062,21.50%
Yangon Region,Thanlyin,175723,118173,6819,124992,7666,299,7965,117027,71.13%,The 88 Generation Students Youth (Union of Myanmar),5937,5.07%
Yangon Region,Thanlyin,175723,118173,6819,124992,7666,299,7965,117027,71.13%,United Democratic Party (UDP),583,0.50%
Yangon Region,Thanlyin,175723,118173,6819,124992,7666,299,7965,117027,71.13%,Myanmar Farmer Development Party,1667,1.42%
Yangon Region,Thanlyin,175723,118173,6819,124992,7666,299,7965,117027,71.13%,National League for Democracy (NLD),70380,60.14%
Yangon Region,Thanlyin,175723,118173,6819,124992,7666,299,7965,117027,71.13%,Union Solidarity and Development Party (USDP),36732,31.39%
Yangon Region,Thanlyin,175723,118173,6819,124992,7666,299,7965,117027,71.13%,National Development Party,1728,1.48%
Yangon Region,Kyauktan,129856,86334,4384,90718,6147,86,6233,84485,69.86%,The Union of Myanmar Federation of National Politic,1398,1.65%
Yangon Region,Kyauktan,129856,86334,4384,90718,6147,86,6233,84485,69.86%,Myanmar Farmer Development Party,1757,2.08%
Yangon Region,Kyauktan,129856,86334,4384,90718,6147,86,6233,84485,69.86%,Democracy Party for Myanmar New Society,1769,2.09%
Yangon Region,Kyauktan,129856,86334,4384,90718,6147,86,6233,84485,69.86%,National League for Democracy (NLD),45065,53.34%
